"Date","Close"
1994-09-07,3203.89990234375
1994-09-08,3180
1994-09-09,3139.30004882812
1994-09-12,3128.80004882812
1994-09-13,3121.39990234375
1994-09-14,3079.80004882812
1994-09-15,3112.69995117188
1994-09-16,3065.10009765625
1994-09-19,3079.10009765625
1994-09-20,3037.30004882812
1994-09-21,3014.80004882812
1994-09-22,3021.19995117188
1994-09-23,3028.19995117188
1994-09-26,2999.80004882812
1994-09-27,3008.5
1994-09-28,3038.69995117188
1994-09-29,2992.5
1994-09-30,3026.30004882812
1994-10-03,2983.5
1994-10-04,3001.80004882812
1994-10-05,2956.30004882812
1994-10-06,2984.39990234375
1994-10-07,2998.69995117188
1994-10-10,3032.30004882812
1994-10-11,3073
1994-10-12,3100.5
1994-10-13,3141.89990234375
1994-10-14,3106.69995117188
1994-10-17,3120.19995117188
1994-10-18,3085.30004882812
1994-10-19,3060.80004882812
1994-10-20,3063.19995117188
1994-10-21,3032.80004882812
1994-10-24,3029.10009765625
1994-10-25,3000.89990234375
1994-10-26,2999.89990234375
1994-10-27,3029.60009765625
1994-10-28,3083.80004882812
1994-10-31,3097.39990234375
1994-11-01,3096.30004882812
1994-11-02,3081.30004882812
1994-11-03,3104.39990234375
1994-11-04,3097.60009765625
1994-11-07,3065.80004882812
1994-11-08,3063.80004882812
1994-11-09,3099.60009765625
1994-11-10,3103.5
1994-11-11,3075.89990234375
1994-11-14,3095.30004882812
1994-11-15,3135.39990234375
1994-11-16,3146.5
1994-11-17,3127.5
1994-11-18,3131
1994-11-21,3121
1994-11-22,3078.69995117188
1994-11-23,3027.5
1994-11-24,3036.60009765625
1994-11-25,3033.5
1994-11-28,3047.10009765625
1994-11-29,3061.10009765625
1994-11-30,3081.39990234375
1994-12-01,3039.60009765625
1994-12-02,3017.30004882812
1994-12-05,3033.5
1994-12-06,3016.10009765625
1994-12-07,3012.5
1994-12-08,3013.80004882812
1994-12-09,2977.30004882812
1994-12-12,2943.39990234375
1994-12-13,2946.39990234375
1994-12-14,2980.60009765625
1994-12-15,2973.39990234375
1994-12-16,3013.60009765625
1994-12-19,3034.39990234375
1994-12-20,3058.10009765625
1994-12-21,3070.39990234375
1994-12-22,3091.69995117188
1994-12-23,3083.39990234375
1994-12-26,NA
1994-12-27,NA
1994-12-28,3095.80004882812
1994-12-29,3065.60009765625
1994-12-30,3065.5
1995-01-02,NA
1995-01-03,3065.69995117188
1995-01-04,3051.60009765625
1995-01-05,3032.30004882812
1995-01-06,3065
1995-01-09,3055.80004882812
1995-01-10,3060.39990234375
1995-01-11,3049.39990234375
1995-01-12,3033.19995117188
1995-01-13,3048.30004882812
1995-01-16,3076.69995117188
1995-01-17,3054.39990234375
1995-01-18,3054.89990234375
1995-01-19,3028.60009765625
1995-01-20,2995
1995-01-23,2954.19995117188
1995-01-24,2969
1995-01-25,2982.19995117188
1995-01-26,3007.30004882812
1995-01-27,3022.19995117188
1995-01-30,2995.89990234375
1995-01-31,2991.60009765625
1995-02-01,3017.30004882812
1995-02-02,3034.69995117188
1995-02-03,3059.69995117188
1995-02-06,3062
1995-02-07,3072.69995117188
1995-02-08,3072.5
1995-02-09,3099
1995-02-10,3109.89990234375
1995-02-13,3081.10009765625
1995-02-14,3071.30004882812
1995-02-15,3074.89990234375
1995-02-16,3051.10009765625
1995-02-17,3044.19995117188
1995-02-20,3018.60009765625
1995-02-21,3023.39990234375
1995-02-22,3019.5
1995-02-23,3049.30004882812
1995-02-24,3037.69995117188
1995-02-27,3025.30004882812
1995-02-28,3009.30004882812
1995-03-01,3041.19995117188
1995-03-02,3038.19995117188
1995-03-03,3025.10009765625
1995-03-06,3001.89990234375
1995-03-07,2977
1995-03-08,2992.10009765625
1995-03-09,2986.89990234375
1995-03-10,3021.10009765625
1995-03-13,3011.80004882812
1995-03-14,3050.60009765625
1995-03-15,3047
1995-03-16,3094.10009765625
1995-03-17,3089.30004882812
1995-03-20,3124.19995117188
1995-03-21,3135
1995-03-22,3139.69995117188
1995-03-23,3136.39990234375
1995-03-24,3153.39990234375
1995-03-27,3149.80004882812
1995-03-28,3128.30004882812
1995-03-29,3142.30004882812
1995-03-30,3176.19995117188
1995-03-31,3137.89990234375
1995-04-03,3143.10009765625
1995-04-04,3188.10009765625
1995-04-05,3190.19995117188
1995-04-06,3200.89990234375
1995-04-07,3210.89990234375
1995-04-10,3204.19995117188
1995-04-11,3190.89990234375
1995-04-12,3209.80004882812
1995-04-13,3208.80004882812
1995-04-14,NA
1995-04-17,NA
1995-04-18,3194.5
1995-04-19,3170.10009765625
1995-04-20,3174.69995117188
1995-04-21,3199.89990234375
1995-04-24,3209.30004882812
1995-04-25,3214.89990234375
1995-04-26,3226.19995117188
1995-04-27,3217.60009765625
1995-04-28,3216.69995117188
1995-05-01,3220.39990234375
1995-05-02,3248.19995117188
1995-05-03,3262.60009765625
1995-05-04,3264.30004882812
1995-05-05,3251.69995117188
1995-05-08,NA
1995-05-09,3261.19995117188
1995-05-10,3290.10009765625
1995-05-11,3317.89990234375
1995-05-12,3310.30004882812
1995-05-15,3310.69995117188
1995-05-16,3300.80004882812
1995-05-17,3297.39990234375
1995-05-18,3285.80004882812
1995-05-19,3261
1995-05-22,3284.5
1995-05-23,3291.80004882812
1995-05-24,3327.30004882812
1995-05-25,3328.19995117188
1995-05-26,3311.10009765625
1995-05-29,NA
1995-05-30,3309.89990234375
1995-05-31,3319.39990234375
1995-06-01,3340.60009765625
1995-06-02,3345
1995-06-05,3376.60009765625
1995-06-06,3380
1995-06-07,3370.80004882812
1995-06-08,3380.80004882812
1995-06-09,3337.69995117188
1995-06-12,3344.60009765625
1995-06-13,3348
1995-06-14,3339.80004882812
1995-06-15,3370.39990234375
1995-06-16,3366.10009765625
1995-06-19,3381.30004882812
1995-06-20,3377.19995117188
1995-06-21,3378.30004882812
1995-06-22,3403.80004882812
1995-06-23,3379.39990234375
1995-06-26,3309.19995117188
1995-06-27,3313.19995117188
1995-06-28,3282.69995117188
1995-06-29,3294
1995-06-30,3314.60009765625
1995-07-03,3323.69995117188
1995-07-04,3349.19995117188
1995-07-05,3394.89990234375
1995-07-06,3388.30004882812
1995-07-07,3462.89990234375
1995-07-10,3455
1995-07-11,3464
1995-07-12,3450.60009765625
1995-07-13,3447.19995117188
1995-07-14,3429.19995117188
1995-07-17,3442.60009765625
1995-07-18,3420.69995117188
1995-07-19,3405.30004882812
1995-07-20,3400.39990234375
1995-07-21,3413.10009765625
1995-07-24,3431.60009765625
1995-07-25,3432.89990234375
1995-07-26,3454.30004882812
1995-07-27,3458.30004882812
1995-07-28,3468.89990234375
1995-07-31,3463.30004882812
1995-08-01,3449.89990234375
1995-08-02,3499.89990234375
1995-08-03,3475.60009765625
1995-08-04,3482.39990234375
1995-08-07,3483.5
1995-08-08,3468.80004882812
1995-08-09,3468.30004882812
1995-08-10,3474.69995117188
1995-08-11,3467.5
1995-08-14,3441.39990234375
1995-08-15,3444.39990234375
1995-08-16,3465.10009765625
1995-08-17,3470.60009765625
1995-08-18,3509.80004882812
1995-08-21,3535.69995117188
1995-08-22,3530.19995117188
1995-08-23,3515.89990234375
1995-08-24,3520
1995-08-25,3524.89990234375
1995-08-28,NA
1995-08-29,3502.60009765625
1995-08-30,3504
1995-08-31,3477.80004882812
1995-09-01,3509.39990234375
1995-09-04,3522.69995117188
1995-09-05,3532.39990234375
1995-09-06,3557.69995117188
1995-09-07,3545.60009765625
1995-09-08,3554.5
1995-09-11,3549.30004882812
1995-09-12,3535.89990234375
1995-09-13,3570.80004882812
1995-09-14,3565.39990234375
1995-09-15,3564.60009765625
1995-09-18,3533.30004882812
1995-09-19,3541.39990234375
1995-09-20,3561.5
1995-09-21,3557.89990234375
1995-09-22,3514.80004882812
1995-09-25,3507
1995-09-26,3523.30004882812
1995-09-27,3485
1995-09-28,3479
1995-09-29,3508.19995117188
1995-10-02,3520.19995117188
1995-10-03,3524.19995117188
1995-10-04,3544.10009765625
1995-10-05,3544.39990234375
1995-10-06,3526.5
1995-10-09,3510.30004882812
1995-10-10,3460.10009765625
1995-10-11,3474.30004882812
1995-10-12,3523.80004882812
1995-10-13,3568
1995-10-16,3557.30004882812
1995-10-17,3562.19995117188
1995-10-18,3593
1995-10-19,3578.60009765625
1995-10-20,3551.39990234375
1995-10-23,3531.5
1995-10-24,3535.30004882812
1995-10-25,3537.80004882812
1995-10-26,3519.60009765625
1995-10-27,3497.89990234375
1995-10-30,3510
1995-10-31,3529.10009765625
1995-11-01,3518.69995117188
1995-11-02,3523
1995-11-03,3500.39990234375
1995-11-06,3514.80004882812
1995-11-07,3522.39990234375
1995-11-08,3537.10009765625
1995-11-09,3541.60009765625
1995-11-10,3523.39990234375
1995-11-13,3536.80004882812
1995-11-14,3547.89990234375
1995-11-15,3571.39990234375
1995-11-16,3610.80004882812
1995-11-17,3609.19995117188
1995-11-20,3628.80004882812
1995-11-21,3604.10009765625
1995-11-22,3632.39990234375
1995-11-23,3602.5
1995-11-24,3624
1995-11-27,3649
1995-11-28,3648.80004882812
1995-11-29,3655.5
1995-11-30,3664.30004882812
1995-12-01,3680.39990234375
1995-12-04,3669.69995117188
1995-12-05,3664.19995117188
1995-12-06,3662.80004882812
1995-12-07,3639.5
1995-12-08,3630
1995-12-11,3652.10009765625
1995-12-12,3654.89990234375
1995-12-13,3662.39990234375
1995-12-14,3671.60009765625
1995-12-15,3642.60009765625
1995-12-18,3596.10009765625
1995-12-19,3576.89990234375
1995-12-20,3613.69995117188
1995-12-21,3633.30004882812
1995-12-22,3658.30004882812
1995-12-25,NA
1995-12-26,NA
1995-12-27,3676.39990234375
1995-12-28,3676.69995117188
1995-12-29,3689.30004882812
1996-01-01,NA
1996-01-02,3687.89990234375
1996-01-03,3715.60009765625
1996-01-04,3714.10009765625
1996-01-05,3704.5
1996-01-08,3720.60009765625
1996-01-09,3700.30004882812
1996-01-10,3671.5
1996-01-11,3654.89990234375
1996-01-12,3657.30004882812
1996-01-15,3662.69995117188
1996-01-16,3710.60009765625
1996-01-17,3704.19995117188
1996-01-18,3748.69995117188
1996-01-19,3748.39990234375
1996-01-22,3754.19995117188
1996-01-23,3735
1996-01-24,3758.19995117188
1996-01-25,3734.19995117188
1996-01-26,3734.69995117188
1996-01-29,3734.60009765625
1996-01-30,3735.30004882812
1996-01-31,3759.30004882812
1996-02-01,3752.80004882812
1996-02-02,3781.30004882812
1996-02-05,3746.60009765625
1996-02-06,3747.5
1996-02-07,3726.10009765625
1996-02-08,3708.39990234375
1996-02-09,3716.30004882812
1996-02-12,3726.60009765625
1996-02-13,3747.60009765625
1996-02-14,3745
1996-02-15,3779.80004882812
1996-02-16,3770.89990234375
1996-02-19,3744.30004882812
1996-02-20,3714.60009765625
1996-02-21,3725.60009765625
1996-02-22,3740
1996-02-23,3740.30004882812
1996-02-26,3704.19995117188
1996-02-27,3715.89990234375
1996-02-28,3738.19995117188
1996-02-29,3727.60009765625
1996-03-01,3752.69995117188
1996-03-04,3768.60009765625
1996-03-05,3777.10009765625
1996-03-06,3758.89990234375
1996-03-07,3758.19995117188
1996-03-08,3710.30004882812
1996-03-11,3674.5
1996-03-12,3639.5
1996-03-13,3640.30004882812
1996-03-14,3681.80004882812
1996-03-15,3644.80004882812
1996-03-18,3669.60009765625
1996-03-19,3693
1996-03-20,3685.39990234375
1996-03-21,3698.30004882812
1996-03-22,3707
1996-03-25,3681.89990234375
1996-03-26,3660.89990234375
1996-03-27,3672.39990234375
1996-03-28,3672.60009765625
1996-03-29,3699.69995117188
1996-04-01,3718.39990234375
1996-04-02,3728.5
1996-04-03,3725.10009765625
1996-04-04,3755.60009765625
1996-04-05,NA
1996-04-08,NA
1996-04-09,3758.60009765625
1996-04-10,3767.39990234375
1996-04-11,3744.19995117188
1996-04-12,3766.80004882812
1996-04-15,3790.5
1996-04-16,3825.30004882812
1996-04-17,3805.60009765625
1996-04-18,3820.69995117188
1996-04-19,3857.10009765625
1996-04-22,3852.69995117188
1996-04-23,3833
1996-04-24,3817.60009765625
1996-04-25,3819.30004882812
1996-04-26,3832.80004882812
1996-04-29,3809.19995117188
1996-04-30,3817.89990234375
1996-05-01,3806
1996-05-02,3776.39990234375
1996-05-03,3751.60009765625
1996-05-06,NA
1996-05-07,3723
1996-05-08,3707.30004882812
1996-05-09,3728.30004882812
1996-05-10,3754.39990234375
1996-05-13,3739.19995117188
1996-05-14,3759.69995117188
1996-05-15,3776.19995117188
1996-05-16,3753.60009765625
1996-05-17,3789.60009765625
1996-05-20,3778.19995117188
1996-05-21,3789.39990234375
1996-05-22,3764.19995117188
1996-05-23,3747
1996-05-24,3752.10009765625
1996-05-27,NA
1996-05-28,3760.19995117188
1996-05-29,3775.69995117188
1996-05-30,3746.69995117188
1996-05-31,3747.80004882812
1996-06-03,3739.19995117188
1996-06-04,3755.19995117188
1996-06-05,3753.39990234375
1996-06-06,3760.30004882812
1996-06-07,3706.80004882812
1996-06-10,3728.80004882812
1996-06-11,3755.69995117188
1996-06-12,3769.19995117188
1996-06-13,3761.69995117188
1996-06-14,3753.60009765625
1996-06-17,3761.5
1996-06-18,3756.39990234375
1996-06-19,3753.19995117188
1996-06-20,3727.5
1996-06-21,3722.30004882812
1996-06-24,3710.80004882812
1996-06-25,3679.5
1996-06-26,3695.5
1996-06-27,3678.80004882812
1996-06-28,3711
1996-07-01,3725.60009765625
1996-07-02,3725.69995117188
1996-07-03,3714.10009765625
1996-07-04,3760.60009765625
1996-07-05,3743.19995117188
1996-07-08,3741.5
1996-07-09,3752.30004882812
1996-07-10,3765.80004882812
1996-07-11,3749
1996-07-12,3728.30004882812
1996-07-15,3698.30004882812
1996-07-16,3632.30004882812
1996-07-17,3658.19995117188
1996-07-18,3693.39990234375
1996-07-19,3710.5
1996-07-22,3681.30004882812
1996-07-23,3708.39990234375
1996-07-24,3668.80004882812
1996-07-25,3684.69995117188
1996-07-26,3673.30004882812
1996-07-29,3678.80004882812
1996-07-30,3668.5
1996-07-31,3703.19995117188
1996-08-01,3734.39990234375
1996-08-02,3770.60009765625
1996-08-05,3788.30004882812
1996-08-06,3788.39990234375
1996-08-07,3811.10009765625
1996-08-08,3811.39990234375
1996-08-09,3810.69995117188
1996-08-12,3803.30004882812
1996-08-13,3823.39990234375
1996-08-14,3830.30004882812
1996-08-15,3837.39990234375
1996-08-16,3872.89990234375
1996-08-19,3863.69995117188
1996-08-20,3883.19995117188
1996-08-21,3872.10009765625
1996-08-22,3891.10009765625
1996-08-23,3907.5
1996-08-26,NA
1996-08-27,3905.69995117188
1996-08-28,3918.69995117188
1996-08-29,3885
1996-08-30,3867.60009765625
1996-09-02,3884.39990234375
1996-09-03,3855.89990234375
1996-09-04,3872.69995117188
1996-09-05,3887.19995117188
1996-09-06,3893
1996-09-09,3910.80004882812
1996-09-10,3916.10009765625
1996-09-11,3905.60009765625
1996-09-12,3932.60009765625
1996-09-13,3967.89990234375
1996-09-16,3977.19995117188
1996-09-17,3972.30004882812
1996-09-18,3955.69995117188
1996-09-19,3974.30004882812
1996-09-20,3964.10009765625
1996-09-23,3919.69995117188
1996-09-24,3910.5
1996-09-25,3935.69995117188
1996-09-26,3933.19995117188
1996-09-27,3946.39990234375
1996-09-30,3953.69995117188
1996-10-01,3992.19995117188
1996-10-02,4015.10009765625
1996-10-03,4000
1996-10-04,4024.80004882812
1996-10-07,4031.5
1996-10-08,4035.60009765625
1996-10-09,4009.30004882812
1996-10-10,3994.69995117188
1996-10-11,4028.10009765625
1996-10-14,4038.69995117188
1996-10-15,4050.80004882812
1996-10-16,4024.39990234375
1996-10-17,4042.10009765625
1996-10-18,4053.10009765625
1996-10-21,4073.10009765625
1996-10-22,4057.19995117188
1996-10-23,4028.39990234375
1996-10-24,3999.39990234375
1996-10-25,4022.39990234375
1996-10-28,4025.30004882812
1996-10-29,3993.5
1996-10-30,3963.89990234375
1996-10-31,3979.10009765625
1996-11-01,3948.5
1996-11-04,3928.10009765625
1996-11-05,3921.10009765625
1996-11-06,3935.69995117188
1996-11-07,3900.39990234375
1996-11-08,3910.80004882812
1996-11-11,3914.39990234375
1996-11-12,3934.30004882812
1996-11-13,3926.89990234375
1996-11-14,3926.10009765625
1996-11-15,3958.19995117188
1996-11-18,3962.10009765625
1996-11-19,3978.10009765625
1996-11-20,3962.80004882812
1996-11-21,3953.80004882812
1996-11-22,4018.69995117188
1996-11-25,4054.60009765625
1996-11-26,4068.39990234375
1996-11-27,4049.19995117188
1996-11-28,4050.19995117188
1996-11-29,4058
1996-12-02,4038.5
1996-12-03,4061.5
1996-12-04,4045.19995117188
1996-12-05,4051.19995117188
1996-12-06,3963
1996-12-09,4011.60009765625
1996-12-10,4035.69995117188
1996-12-11,3982.5
1996-12-12,3990.69995117188
1996-12-13,3972.39990234375
1996-12-16,3993.80004882812
1996-12-17,3979.60009765625
1996-12-18,4018.19995117188
1996-12-19,4051.30004882812
1996-12-20,4077.60009765625
1996-12-23,4087.19995117188
1996-12-24,4092.5
1996-12-25,NA
1996-12-26,NA
1996-12-27,4091
1996-12-30,4115.7001953125
1996-12-31,4118.5
1997-01-01,NA
1997-01-02,4057.39990234375
1997-01-03,4089.5
1997-01-06,4106.5
1997-01-07,4078.80004882812
1997-01-08,4087.5
1997-01-09,4087
1997-01-10,4056.60009765625
1997-01-13,4107.2998046875
1997-01-14,4168.2001953125
1997-01-15,4158.89990234375
1997-01-16,4197.5
1997-01-17,4207.7001953125
1997-01-20,4194
1997-01-21,4195.5
1997-01-22,4219.10009765625
1997-01-23,4271.5
1997-01-24,4218.7998046875
1997-01-27,4212
1997-01-28,4237.39990234375
1997-01-29,4207.5
1997-01-30,4228.39990234375
1997-01-31,4275.7998046875
1997-02-03,4257.7998046875
1997-02-04,4260.89990234375
1997-02-05,4281.5
1997-02-06,4265.89990234375
1997-02-07,4307.7998046875
1997-02-10,4307.7001953125
1997-02-11,4304.2998046875
1997-02-12,4304.2998046875
1997-02-13,4327.10009765625
1997-02-14,4341
1997-02-17,4337.7998046875
1997-02-18,4332.2998046875
1997-02-19,4357.39990234375
1997-02-20,4356.10009765625
1997-02-21,4336.7998046875
1997-02-24,4331.10009765625
1997-02-25,4344.7001953125
1997-02-26,4329.2998046875
1997-02-27,4339.2001953125
1997-02-28,4308.2998046875
1997-03-03,4307.10009765625
1997-03-04,4357.7001953125
1997-03-05,4360.10009765625
1997-03-06,4399.2998046875
1997-03-07,4420.2998046875
1997-03-10,4437.39990234375
1997-03-11,4444.2998046875
1997-03-12,4422.5
1997-03-13,4397.7001953125
1997-03-14,4424.2998046875
1997-03-17,4373.2998046875
1997-03-18,4356.7998046875
1997-03-19,4332.2001953125
1997-03-20,4258.10009765625
1997-03-21,4254.7998046875
1997-03-24,4214.7998046875
1997-03-25,4270.7001953125
1997-03-26,4301.5
1997-03-27,4312.89990234375
1997-03-28,NA
1997-03-31,NA
1997-04-01,4248.10009765625
1997-04-02,4236.60009765625
1997-04-03,4214.60009765625
1997-04-04,4236.60009765625
1997-04-07,4271.7001953125
1997-04-08,4269.2998046875
1997-04-09,4292.2998046875
1997-04-10,4313.2001953125
1997-04-11,4270.7001953125
1997-04-14,4251.7001953125
1997-04-15,4286.7998046875
1997-04-16,4294.60009765625
1997-04-17,4298.89990234375
1997-04-18,4310.5
1997-04-21,4328.7001953125
1997-04-22,4346.10009765625
1997-04-23,4387.7001953125
1997-04-24,4388.5
1997-04-25,4369.7001953125
1997-04-28,4389.7001953125
1997-04-29,4433.2001953125
1997-04-30,4436
1997-05-01,4445
1997-05-02,4455.60009765625
1997-05-05,NA
1997-05-06,4519.2998046875
1997-05-07,4537.5
1997-05-08,4580.39990234375
1997-05-09,4630.89990234375
1997-05-12,4669.60009765625
1997-05-13,4691
1997-05-14,4686.89990234375
1997-05-15,4681.2001953125
1997-05-16,4693.89990234375
1997-05-19,4645.2001953125
1997-05-20,4607.5
1997-05-21,4642
1997-05-22,4651.7998046875
1997-05-23,4661.7998046875
1997-05-26,NA
1997-05-27,4681.60009765625
1997-05-28,4677.5
1997-05-29,4672.2998046875
1997-05-30,4621.2998046875
1997-06-02,4562.7998046875
1997-06-03,4557.7998046875
1997-06-04,4557.10009765625
1997-06-05,4576.2001953125
1997-06-06,4645
1997-06-09,4686.7001953125
1997-06-10,4739.60009765625
1997-06-11,4724.7998046875
1997-06-12,4757.39990234375
1997-06-13,4783.10009765625
1997-06-16,4745.10009765625
1997-06-17,4682.2001953125
1997-06-18,4657
1997-06-19,4653.7001953125
1997-06-20,4593.89990234375
1997-06-23,4575.7998046875
1997-06-24,4596.2998046875
1997-06-25,4640
1997-06-26,4657.89990234375
1997-06-27,4640.2998046875
1997-06-30,4604.60009765625
1997-07-01,4728.2998046875
1997-07-02,4751.39990234375
1997-07-03,4831.7001953125
1997-07-04,4812.7998046875
1997-07-07,4810.7001953125
1997-07-08,4758.5
1997-07-09,4762.39990234375
1997-07-10,4767.7998046875
1997-07-11,4799.5
1997-07-14,4857.39990234375
1997-07-15,4899.2998046875
1997-07-16,4964.2001953125
1997-07-17,4949
1997-07-18,4877.2001953125
1997-07-21,4805.7001953125
1997-07-22,4846.7001953125
1997-07-23,4874.5
1997-07-24,4862.89990234375
1997-07-25,4851.5
1997-07-28,4862.60009765625
1997-07-29,4876.60009765625
1997-07-30,4927.2998046875
1997-07-31,4907.5
1997-08-01,4899.2998046875
1997-08-04,4895.7001953125
1997-08-05,4960.60009765625
1997-08-06,5026.2001953125
1997-08-07,5086.7998046875
1997-08-08,5031.2998046875
1997-08-11,5031.89990234375
1997-08-12,5075.7998046875
1997-08-13,5003.60009765625
1997-08-14,4991.2998046875
1997-08-15,4865.7998046875
1997-08-18,4835
1997-08-19,4914.2001953125
1997-08-20,4958.39990234375
